feature;sd
ndb_index_stat_systables_sql;1
TAOCRYPT_X86ASM_AVAILABLE;17
HAVE_SYS_STREAM_H;1
MAX_INDEXES;2
TRACE_APIREGREQ;1
labs;1
DNS_USE_GETTIMEOFDAY_FOR_ID;4
LONGLONG_MIN;1
INNODB_RW_LOCKS_USE_ATOMICS;8
NO_DEFLATE;1
MY_CHARSET_TIS620;1
VIO_USE_DONTWAIT;1
SIGNAL_HANDLER_RESET_ON_DELIVERY;7
CFLUSH;1
__SASC;1
USE_QUERY_CACHE_INTEGRITY_CHECK;1
DEFAULT_SYSCONFDIR;1
__MEDIUM__;1
DISABLE_PSI_IDLE;1
my_decimal_h;1
__ppc64__;3
DISABLE_PSI_RWLOCK;1
TEST_SPARSEBITMASK;1
PFS_MAX_COND_CLASS;1
MYSQL_VERSION_ID;38
HAVE_OPENSSL;106
HAVE_RDTSCLL;3
WIN32;114
TAOCRYPT_DISABLE_X86ASM;1
_ARCH_PPC64;7
HAVE_YASSL;57
__RCSID;1
RLIMIT_NOFILE;1
ATTRIBUTE_FORMAT_FPTR;1
HAVE_DLFCN_H;3
HAVE_GETPWUID;3
NO_DIVIDE;1
HAVE_NDB_BINLOG;43
HAVE_MEMORY_H;1
TRACE;1
ER;1
TEST_NDB_PACK;1
NDB_SIZEOF_INT;1
DEFAULT_BASEDIR;1
NDBD_TRACENR;8
HAVE_ACCESS;2
CHARSET_INFO_DEFINED;2
JTIE_JNI_ID_CACHING;4
MAKECRCH;4
HAVE_SNPRINTF;3
HAVE_SYS_SHM_H;1
HAVE_NETINET_IN_H;2
yyoverflow;15
POORMANSPURIFY;5
alpha_linux_port;4
HAVE_ULONG;1
FFDLY;1
__HP_aCC;2
