feature;sd
APR_HAVE_UNION_SEMUN;1
RESOLVE_ENV_PER_TOKEN;4
__ia64;1
DOXYGEN;15
AP_USING_AUTOCONF;1
APU_HAVE_CRYPTO;1
NETWARE;21
SIGCHLD;1
DEFAULT_KEEPALIVE;1
APR_HAVE_TIME_H;3
DEFAULT_TIMEOUT;1
AP_ENABLE_V4_MAPPED;4
YYINITDEPTH;1
AP_MAX_INCLUDE_DEPTH;1
YYSTYPE_IS_TRIVIAL;1
AP_MODULE_DECLARE;1
HAVE_TIMEGM;4
YYTYPE_INT8;1
APR_HAS_THREADS;79
AP_CGI_USE_RLIMIT;4
free;2
LOG_LOCAL3;1
cplusplus;1
LDAP_UNAVAILABLE;1
HAVE_DRIVE_LETTERS;1
SESSION_DECLARE_STATIC;1
DEFAULT_ACCESS_FNAME;1
BUFFERED_LOGS;2
AP_WD_DECLARE;1
HAVE_SYSLOG;4
USE_OLD_LIBXML2;2
DISTCACHE_CLIENT_API;1
HAVE_SYS_TIMES_H;1
